4NEC2 Output file:,/home/joea/.wine/drive_c/4nec2/out/owa_yagi_6el_circ.out
Zo:,50

THETA,PHI,VERT.,HOR.,TOTAL,AXIAL,TILT,SENSE,MAGNITUDE,PHASE,MAGNITUDE,PHASE
DEGREES,DEGREES,DB,DB,DB,RATIO,DEG.,VOLTS/M,DEGREES,VOLTS/M,DEGREES
-120.00,115.00,-12.98,-16.85,-11.48,0.49835,-22.96,RIGHT,1.74048E-01,140.38,1.11396E-01,21.94
-115.00,115.00,-11.57,-16.58,-10.38,0.42111,-20.95,RIGHT,2.04512E-01,173.03,1.14922E-01,49.91
-110.00,115.00,-10.34,-16.32,-9.36,0.36161,-19.52,RIGHT,2.35793E-01,-155.58,1.18435E-01,77.30
-105.00,115.00,-9.27,-16.09,-8.45,0.31480,-18.43,RIGHT,2.66621E-01,-125.38,1.21546E-01,103.98
-100.00,115.00,-8.38,-15.92,-7.67,0.27746,-17.58,RIGHT,2.95467E-01,-96.38,1.23963E-01,129.85
-95.00,115.00,-7.66,-15.82,-7.05,0.24727,-16.94,RIGHT,3.20809E-01,-68.58,1.25488E-01,154.81
-90.00,115.00,-7.12,-15.78,-6.57,0.22244,-16.47,RIGHT,3.41383E-01,-42.02,1.26009E-01,178.70
-85.00,115.00,-6.75,-15.82,-6.24,0.20159,-16.14,RIGHT,3.56362E-01,-16.81,1.25488E-01,-158.62
-80.00,115.00,-6.53,-15.92,-6.06,0.18358,-15.95,RIGHT,3.65465E-01,6.92,1.23963E-01,-137.36
-75.00,115.00,-6.45,-16.09,-6.00,0.16751,-15.86,RIGHT,3.68984E-01,29.03,1.21546E-01,-117.72
-70.00,115.00,-6.48,-16.32,-6.05,0.15265,-15.85,RIGHT,3.67743E-01,49.32,1.18435E-01,-99.94
-65.00,115.00,-6.59,-16.58,-6.18,0.13837,-15.91,RIGHT,3.63007E-01,67.59,1.14922E-01,-84.25
-60.00,115.00,-6.75,-16.85,-6.35,0.12418,-16.02,RIGHT,3.56338E-01,83.69,1.11397E-01,-70.88
-55.00,115.00,-6.92,-17.09,-6.52,0.10975,-16.18,RIGHT,3.49397E-01,97.48,1.08336E-01,-59.98
-50.00,115.00,-7.07,-17.26,-6.67,0.09492,-16.40,RIGHT,3.43702E-01,108.95,1.06255E-01,-51.58
-45.00,115.00,-7.15,-17.31,-6.75,0.07980,-16.70,RIGHT,3.40348E-01,118.16,1.05626E-01,-45.57
-40.00,115.00,-7.17,-17.22,-6.76,0.06481,-17.09,RIGHT,3.39771E-01,125.27,1.06753E-01,-41.68
-35.00,115.00,-7.12,-16.99,-6.69,0.05048,-17.59,RIGHT,3.41628E-01,130.48,1.09677E-01,-39.56
-30.00,115.00,-7.04,-16.64,-6.58,0.03736,-18.21,RIGHT,3.44871E-01,133.93,1.14154E-01,-38.89
-25.00,115.00,-6.96,-16.23,-6.47,0.02584,-18.94,RIGHT,3.47973E-01,135.69,1.19709E-01,-39.49
-20.00,115.00,-6.93,-15.80,-6.40,0.01616,-19.79,RIGHT,3.49230E-01,135.76,1.25755E-01,-41.33
-15.00,115.00,-6.98,-15.40,-6.40,0.00846,-20.78,RIGHT,3.47044E-01,134.07,1.31699E-01,-44.47
-10.00,115.00,-7.16,-15.05,-6.50,0.00292,-21.94,RIGHT,3.40138E-01,130.51,1.37016E-01,-49.01
-5.00,115.00,-7.48,-14.79,-6.74,0.00013,-23.33,LEFT,3.27693E-01,124.96,1.41302E-01,-55.06
0.00,115.00,-7.98,-14.60,-7.12,0.00000,-25.00,LINEAR,3.09424E-01,117.26,1.44287E-01,-62.74
-180.00,120.00,-8.37,-13.14,-7.12,0.00000,30.00,LINEAR,2.95668E-01,122.89,1.70704E-01,122.89
-175.00,120.00,-9.44,-13.36,-7.96,0.00029,32.48,RIGHT,2.61481E-01,134.27,1.66468E-01,134.24
-170.00,120.00,-10.81,-13.69,-9.01,0.00837,35.68,RIGHT,2.23243E-01,149.23,1.60330E-01,148.22
-165.00,120.00,-12.52,-14.11,-10.23,0.02996,39.80,RIGHT,1.83317E-01,168.46,1.52788E-01,164.97
-160.00,120.00,-14.57,-14.58,-11.57,0.07482,44.97,RIGHT,1.44805E-01,-166.81,1.44638E-01,-175.36
-155.00,120.00,-16.82,-15.06,-12.84,0.15652,51.08,RIGHT,1.11771E-01,-134.53,1.36950E-01,-152.71
-150.00,120.00,-18.74,-15.45,-13.78,0.28625,57.64,RIGHT,8.95876E-02,-92.57,1.30970E-01,-127.17
-145.00,120.00,-19.36,-15.65,-14.11,0.46143,64.18,RIGHT,8.34346E-02,-42.96,1.27871E-01,-99.19
-140.00,120.00,-18.42,-15.62,-13.78,0.66286,71.56,RIGHT,9.30316E-02,6.17,1.28405E-01,-69.59
-135.00,120.00,-16.71,-15.34,-12.96,0.85410,89.08,RIGHT,1.13272E-01,50.39,1.32610E-01,-39.32
-130.00,120.00,-14.82,-14.88,-11.84,0.84402,-43.94,RIGHT,1.40703E-01,90.47,1.39831E-01,-9.20
-125.00,120.00,-12.96,-14.32,-10.58,0.70759,-31.09,RIGHT,1.74268E-01,127.66,1.49008E-01,20.33
-120.00,120.00,-11.21,-13.76,-9.29,0.59493,-26.62,RIGHT,2.13309E-01,162.61,1.59018E-01,49.10
-115.00,120.00,-9.61,-13.24,-8.04,0.50712,-24.02,RIGHT,2.56436E-01,-164.33,1.68875E-01,77.09
-110.00,120.00,-8.21,-12.79,-6.91,0.43873,-22.21,RIGHT,3.01403E-01,-132.87,1.77807E-01,104.34
-105.00,120.00,-7.02,-12.43,-5.92,0.38512,-20.88,RIGHT,3.45442E-01,-102.78,1.85250E-01,130.85
-100.00,120.00,-6.06,-12.18,-5.11,0.34262,-19.91,RIGHT,3.85698E-01,-73.92,1.90811E-01,156.57
-95.00,120.00,-5.33,-12.02,-4.49,0.30835,-19.23,RIGHT,4.19606E-01,-46.19,1.94240E-01,-178.57
-90.00,120.00,-4.82,-11.97,-4.05,0.28010,-18.80,RIGHT,4.45179E-01,-19.60,1.95398E-01,-154.71
-85.00,120.00,-4.51,-12.02,-3.80,0.25618,-18.59,RIGHT,4.61179E-01,5.78,1.94240E-01,-132.00
-80.00,120.00,-4.40,-12.18,-3.73,0.23528,-18.54,RIGHT,4.67194E-01,29.80,1.90811E-01,-110.64
-75.00,120.00,-4.47,-12.43,-3.82,0.21640,-18.63,RIGHT,4.63634E-01,52.29,1.85249E-01,-90.85
-70.00,120.00,-4.69,-12.79,-4.07,0.19878,-18.82,RIGHT,4.51652E-01,72.98,1.77807E-01,-72.89
-65.00,120.00,-5.06,-13.24,-4.44,0.18184,-19.08,RIGHT,4.33052E-01,91.59,1.68875E-01,-57.07
-60.00,120.00,-5.53,-13.76,-4.92,0.16511,-19.37,RIGHT,4.10161E-01,107.80,1.59018E-01,-43.72
-55.00,120.00,-6.06,-14.32,-5.46,0.14817,-19.67,RIGHT,3.85697E-01,121.28,1.49008E-01,-33.17
-50.00,120.00,-6.60,-14.88,-6.00,0.13063,-19.97,RIGHT,3.62560E-01,131.79,1.39831E-01,-25.71
-45.00,120.00,-7.07,-15.34,-6.47,0.11220,-20.29,RIGHT,3.43469E-01,139.28,1.32611E-01,-21.47
-40.00,120.00,-7.41,-15.62,-6.80,0.09294,-20.69,RIGHT,3.30403E-01,143.92,1.28407E-01,-20.24
-35.00,120.00,-7.58,-15.65,-6.95,0.07350,-21.20,RIGHT,3.23987E-01,146.17,1.27874E-01,-21.47
-30.00,120.00,-7.60,-15.45,-6.94,0.05495,-21.88,RIGHT,3.23192E-01,146.55,1.30972E-01,-24.39
-25.00,120.00,-7.53,-15.06,-6.83,0.03831,-22.73,RIGHT,3.25641E-01,145.45,1.36953E-01,-28.41
-20.00,120.00,-7.46,-14.58,-6.69,0.02423,-23.74,RIGHT,3.28344E-01,143.01,1.44641E-01,-33.22
-15.00,120.00,-7.46,-14.11,-6.61,0.01299,-24.94,RIGHT,3.28457E-01,139.18,1.52791E-01,-38.87
-10.00,120.00,-7.58,-13.69,-6.63,0.00485,-26.34,RIGHT,3.23781E-01,133.77,1.60332E-01,-45.54
-5.00,120.00,-7.88,-13.36,-6.80,0.00022,-28.01,RIGHT,3.12990E-01,126.54,1.66470E-01,-53.43
0.00,120.00,-8.37,-13.14,-7.12,0.00000,-30.00,LINEAR,2.95671E-01,117.26,1.70706E-01,-62.74
-180.00,125.00,-8.86,-11.95,-7.12,0.00000,35.00,LINEAR,2.79665E-01,122.89,1.95824E-01,122.89
-175.00,125.00,-10.01,-12.21,-7.96,0.00085,37.83,RIGHT,2.44864E-01,135.91,1.90159E-01,135.81
-170.00,125.00,-11.51,-12.59,-9.01,0.01193,41.43,RIGHT,2.06099E-01,152.97,1.81872E-01,151.59
-165.00,125.00,-13.36,-13.09,-10.21,0.03993,45.91,RIGHT,1.66477E-01,175.10,1.71831E-01,170.53
-160.00,125.00,-15.50,-13.63,-11.45,0.09494,51.26,RIGHT,1.30094E-01,-156.01,1.61501E-01,-167.11
-155.00,125.00,-17.60,-14.10,-12.50,0.18755,57.11,RIGHT,1.02218E-01,-118.10,1.52934E-01,-141.19
-150.00,125.00,-18.83,-14.36,-13.03,0.31949,62.78,RIGHT,8.87172E-02,-70.85,1.48487E-01,-112.02
-145.00,125.00,-18.49,-14.26,-12.87,0.47704,67.94,RIGHT,9.22350E-02,-20.06,1.50095E-01,-80.66
-140.00,125.00,-16.98,-13.80,-12.09,0.64177,73.72,RIGHT,1.09752E-01,27.57,1.58368E-01,-48.58
-135.00,125.00,-14.99,-13.06,-10.91,0.79804,85.15,RIGHT,1.38000E-01,70.76,1.72348E-01,-17.04
-130.00,125.00,-12.87,-12.21,-9.52,0.86680,-61.21,RIGHT,1.76170E-01,110.31,1.90133E-01,13.41
-125.00,125.00,-10.79,-11.36,-8.05,0.77272,-37.48,RIGHT,2.23890E-01,146.86,2.09681E-01,42.73
-120.00,125.00,-8.86,-10.58,-6.62,0.66520,-29.76,RIGHT,2.79611E-01,-179.05,2.29250E-01,71.09
-115.00,125.00,-7.15,-9.92,-5.31,0.57747,-25.95,RIGHT,3.40427E-01,-146.90,2.47502E-01,98.68
-110.00,125.00,-5.69,-9.37,-4.14,0.50831,-23.62,RIGHT,4.02540E-01,-116.26,2.63465E-01,125.57
-105.00,125.00,-4.50,-8.96,-3.17,0.45367,-22.08,RIGHT,4.61852E-01,-86.81,2.76457E-01,151.81
-100.00,125.00,-3.56,-8.66,-2.39,0.40992,-21.09,RIGHT,5.14463E-01,-58.38,2.86020E-01,177.35
-95.00,125.00,-2.87,-8.49,-1.82,0.37414,-20.51,RIGHT,5.57074E-01,-30.88,2.91863E-01,-157.90
-90.00,125.00,-2.41,-8.43,-1.44,0.34407,-20.24,RIGHT,5.87260E-01,-4.32,2.93827E-01,-134.07
-85.00,125.00,-2.17,-8.49,-1.26,0.31795,-20.24,RIGHT,6.03618E-01,21.21,2.91863E-01,-111.33
-80.00,125.00,-2.14,-8.66,-1.27,0.29442,-20.44,RIGHT,6.05801E-01,45.57,2.86020E-01,-89.86
-75.00,125.00,-2.31,-8.96,-1.46,0.27245,-20.80,RIGHT,5.94450E-01,68.56,2.76457E-01,-69.88
-70.00,125.00,-2.66,-9.37,-1.82,0.25130,-21.28,RIGHT,5.71060E-01,89.92,2.63464E-01,-51.66
-65.00,125.00,-3.18,-9.92,-2.34,0.23048,-21.83,RIGHT,5.37836E-01,109.32,2.47501E-01,-35.49
-60.00,125.00,-3.85,-10.58,-3.02,0.20971,-22.40,RIGHT,4.97562E-01,126.37,2.29249E-01,-21.72
-55.00,125.00,-4.66,-11.36,-3.82,0.18885,-22.96,RIGHT,4.53530E-01,140.63,2.09680E-01,-10.77
-50.00,125.00,-5.54,-12.21,-4.70,0.16773,-23.47,RIGHT,4.09487E-01,151.61,1.90133E-01,-3.11
-45.00,125.00,-6.44,-13.06,-5.58,0.14601,-23.94,RIGHT,3.69502E-01,158.90,1.72349E-01,0.81
-40.00,125.00,-7.22,-13.80,-6.36,0.12326,-24.39,RIGHT,3.37507E-01,162.36,1.58369E-01,0.77
-35.00,125.00,-7.79,-14.26,-6.91,0.09938,-24.92,RIGHT,3.16281E-01,162.35,1.50097E-01,-2.93
-30.00,125.00,-8.07,-14.36,-7.15,0.07534,-25.62,RIGHT,3.06156E-01,159.75,1.48490E-01,-9.25
-25.00,125.00,-8.12,-14.10,-7.14,0.05294,-26.55,RIGHT,3.04521E-01,155.55,1.52937E-01,-16.89
-20.00,125.00,-8.05,-13.63,-6.99,0.03370,-27.71,RIGHT,3.06847E-01,150.34,1.61504E-01,-24.97
-15.00,125.00,-8.01,-13.09,-6.83,0.01831,-29.11,RIGHT,3.08421E-01,144.22,1.71835E-01,-33.32
-10.00,125.00,-8.09,-12.59,-6.77,0.00713,-30.76,RIGHT,3.05592E-01,136.91,1.81874E-01,-42.16
-5.00,125.00,-8.36,-12.21,-6.86,0.00066,-32.70,RIGHT,2.96223E-01,128.06,1.90161E-01,-51.86
0.00,125.00,-8.86,-11.95,-7.12,0.00000,-35.00,LINEAR,2.79668E-01,117.26,1.95825E-01,-62.74
-180.00,130.00,-9.44,-10.96,-7.12,0.00000,40.00,LINEAR,2.61534E-01,122.89,2.19453E-01,122.89
-175.00,130.00,-10.69,-11.25,-7.95,0.00150,43.15,RIGHT,2.26351E-01,137.47,2.12219E-01,137.30
-170.00,130.00,-12.33,-11.70,-9.00,0.01567,47.08,RIGHT,1.87421E-01,156.65,2.01549E-01,154.85
-165.00,130.00,-14.35,-12.27,-10.17,0.04986,51.83,RIGHT,1.48660E-01,-178.13,1.88871E-01,176.00
-160.00,130.00,-16.55,-12.84,-11.30,0.11367,57.21,RIGHT,1.15298E-01,-144.61,1.76713E-01,-158.81
-155.00,130.00,-18.34,-13.25,-12.07,0.21344,62.64,RIGHT,9.38771E-02,-100.74,1.68703E-01,-129.46
-150.00,130.00,-18.71,-13.24,-12.16,0.34197,67.41,RIGHT,8.99893E-02,-49.32,1.68761E-01,-96.83
-145.00,130.00,-17.49,-12.72,-11.47,0.48099,71.62,RIGHT,1.03478E-01,1.52,1.79258E-01,-62.92
-140.00,130.00,-15.44,-11.78,-10.23,0.61989,76.68,RIGHT,1.31066E-01,47.72,1.99633E-01,-29.73
-135.00,130.00,-13.09,-10.66,-8.70,0.75416,85.76,RIGHT,1.71840E-01,89.43,2.27115E-01,1.84
-130.00,130.00,-10.71,-9.54,-7.08,0.84736,-72.13,RIGHT,2.25996E-01,127.38,2.58409E-01,31.83
-125.00,130.00,-8.47,-8.52,-5.48,0.81399,-44.17,RIGHT,2.92391E-01,162.30,2.90670E-01,60.59
-120.00,130.00,-6.47,-7.64,-4.01,0.72516,-32.27,RIGHT,3.67978E-01,-165.07,3.21722E-01,88.48
-115.00,130.00,-4.76,-6.91,-2.69,0.64412,-27.03,RIGHT,4.48310E-01,-134.12,3.49972E-01,115.69
-110.00,130.00,-3.33,-6.33,-1.57,0.57803,-24.19,RIGHT,5.28246E-01,-104.37,3.74282E-01,142.33
-105.00,130.00,-2.19,-5.88,-0.64,0.52482,-22.52,RIGHT,6.02602E-01,-75.57,3.93858E-01,168.39
-100.00,130.00,-1.31,-5.57,0.07,0.48151,-21.59,RIGHT,6.66677E-01,-47.55,4.08167E-01,-166.18
-95.00,130.00,-0.68,-5.39,0.58,0.44548,-21.17,RIGHT,7.16670E-01,-20.27,4.16875E-01,-141.49
-90.00,130.00,-0.29,-5.33,0.90,0.41455,-21.14,RIGHT,7.49942E-01,6.22,4.19797E-01,-117.68
-85.00,130.00,-0.11,-5.39,1.01,0.38694,-21.42,RIGHT,7.65141E-01,31.85,4.16875E-01,-94.91
-80.00,130.00,-0.15,-5.57,0.95,0.36122,-21.95,RIGHT,7.62178E-01,56.46,4.08167E-01,-73.38
-75.00,130.00,-0.38,-5.88,0.70,0.33630,-22.65,RIGHT,7.42093E-01,79.84,3.93857E-01,-53.30
-70.00,130.00,-0.80,-6.33,0.27,0.31140,-23.47,RIGHT,7.06837E-01,101.75,3.74280E-01,-34.90
-65.00,130.00,-1.41,-6.91,-0.33,0.28609,-24.35,RIGHT,6.59057E-01,121.85,3.49971E-01,-18.47
-60.00,130.00,-2.20,-7.64,-1.11,0.26026,-25.24,RIGHT,6.01917E-01,139.77,3.21721E-01,-4.34
-55.00,130.00,-3.16,-8.52,-2.05,0.23406,-26.09,RIGHT,5.39025E-01,155.01,2.90669E-01,7.09
-50.00,130.00,-4.26,-9.54,-3.14,0.20772,-26.87,RIGHT,4.74471E-01,167.01,2.58408E-01,15.31
-45.00,130.00,-5.47,-10.66,-4.32,0.18135,-27.56,RIGHT,4.12920E-01,175.13,2.27115E-01,19.69
-40.00,130.00,-6.67,-11.78,-5.51,0.15462,-28.16,RIGHT,3.59543E-01,178.78,1.99633E-01,19.62
-35.00,130.00,-7.70,-12.72,-6.51,0.12680,-28.74,RIGHT,3.19309E-01,177.80,1.79259E-01,14.80
-30.00,130.00,-8.39,-13.24,-7.16,0.09782,-29.44,RIGHT,2.95132E-01,172.95,1.68764E-01,5.94
-25.00,130.00,-8.67,-13.25,-7.37,0.06946,-30.41,RIGHT,2.85686E-01,165.76,1.68707E-01,-5.16
-20.00,130.00,-8.68,-12.84,-7.27,0.04442,-31.71,RIGHT,2.85426E-01,157.65,1.76717E-01,-16.67
-15.00,130.00,-8.62,-12.27,-7.06,0.02431,-33.30,RIGHT,2.87362E-01,149.12,1.88874E-01,-27.85
-10.00,130.00,-8.67,-11.70,-6.91,0.00971,-35.19,RIGHT,2.85831E-01,139.92,2.01552E-01,-38.90
-5.00,130.00,-8.92,-11.25,-6.92,0.00118,-37.40,RIGHT,2.77555E-01,129.49,2.12222E-01,-50.37
0.00,130.00,-9.44,-10.96,-7.12,0.00000,-40.00,LINEAR,2.61536E-01,117.26,2.19455E-01,-62.74
-180.00,135.00,-10.13,-10.13,-7.12,0.00000,45.00,LINEAR,2.41412E-01,122.89,2.41412E-01,122.89
-175.00,135.00,-11.51,-10.46,-7.94,0.00219,48.44,RIGHT,2.06111E-01,138.94,2.32516E-01,138.69
-170.00,135.00,-13.31,-10.97,-8.97,0.01943,52.65,RIGHT,1.67429E-01,160.25,2.19309E-01,157.95
-165.00,135.00,-15.50,-11.60,-10.11,0.05931,57.56,RIGHT,1.30133E-01,-171.20,2.04011E-01,-178.69
-160.00,135.00,-17.73,-12.18,-11.11,0.13030,62.85,RIGHT,1.00706E-01,-132.50,1.90720E-01,-150.58
-155.00,135.00,-19.01,-12.43,-11.57,0.23379,67.76,RIGHT,8.68943E-02,-82.63,1.85304E-01,-117.85
-150.00,135.00,-18.41,-12.06,-11.16,0.35541,71.75,RIGHT,9.31120E-02,-28.53,1.93371E-01,-82.36
-145.00,135.00,-16.41,-11.07,-9.96,0.47865,75.39,RIGHT,1.17206E-01,21.47,2.16723E-01,-47.07
-140.00,135.00,-13.85,-9.74,-8.32,0.60120,79.99,RIGHT,1.57344E-01,65.86,2.52525E-01,-13.83
-135.00,135.00,-11.17,-8.36,-6.53,0.72245,87.44,RIGHT,2.14152E-01,105.50,2.96014E-01,17.20
-130.00,135.00,-8.62,-7.09,-4.78,0.82254,-77.33,RIGHT,2.87430E-01,141.39,3.42791E-01,46.58
-125.00,135.00,-6.32,-5.98,-3.13,0.84065,-51.52,RIGHT,3.74630E-01,174.51,3.89450E-01,74.87
-120.00,135.00,-4.33,-5.05,-1.66,0.77975,-35.02,RIGHT,4.71163E-01,-154.29,4.33469E-01,102.41
-115.00,135.00,-2.65,-4.29,-0.39,0.70884,-27.87,RIGHT,5.71186E-01,-124.41,4.73013E-01,129.41
-110.00,135.00,-1.29,-3.69,0.68,0.64747,-24.36,RIGHT,6.68380E-01,-95.46,5.06762E-01,155.91
-105.00,135.00,-0.21,-3.24,1.54,0.59684,-22.52,RIGHT,7.56637E-01,-67.22,5.33793E-01,-178.11
-100.00,135.00,0.60,-2.93,2.19,0.55502,-21.65,RIGHT,8.30618E-01,-39.57,5.53482E-01,-152.72
-95.00,135.00,1.16,-2.74,2.64,0.51973,-21.42,RIGHT,8.86186E-01,-12.53,5.65438E-01,-128.05
-90.00,135.00,1.49,-2.68,2.90,0.48886,-21.68,RIGHT,9.20660E-01,13.87,5.69446E-01,-104.25
-85.00,135.00,1.61,-2.74,2.97,0.46058,-22.31,RIGHT,9.32904E-01,39.52,5.65438E-01,-81.48
-80.00,135.00,1.52,-2.93,2.85,0.43332,-23.22,RIGHT,9.23250E-01,64.25,5.53482E-01,-59.93
-75.00,135.00,1.23,-3.24,2.56,0.40585,-24.33,RIGHT,8.93278E-01,87.89,5.33792E-01,-39.80
-70.00,135.00,0.75,-3.69,2.09,0.37734,-25.55,RIGHT,8.45522E-01,110.16,5.06761E-01,-21.33
-65.00,135.00,0.09,-4.29,1.44,0.34739,-26.81,RIGHT,7.83164E-01,130.78,4.73011E-01,-4.76
-60.00,135.00,-0.77,-5.05,0.61,0.31605,-28.04,RIGHT,7.09795E-01,149.35,4.33467E-01,9.60
-55.00,135.00,-1.81,-5.98,-0.40,0.28377,-29.19,RIGHT,6.29305E-01,165.43,3.89448E-01,21.37
-50.00,135.00,-3.05,-7.09,-1.60,0.25116,-30.23,RIGHT,5.45951E-01,178.42,3.42790E-01,30.07
-45.00,135.00,-4.45,-8.36,-2.97,0.21882,-31.15,RIGHT,4.64552E-01,-172.39,2.96012E-01,35.05
-40.00,135.00,-5.95,-9.74,-4.44,0.18693,-31.93,RIGHT,3.90719E-01,-167.83,2.52524E-01,35.51
-35.00,135.00,-7.40,-11.07,-5.85,0.15485,-32.62,RIGHT,3.30693E-01,-168.61,2.16723E-01,30.65
-30.00,135.00,-8.54,-12.06,-6.95,0.12146,-33.35,RIGHT,2.89893E-01,-174.61,1.93373E-01,20.41
-25.00,135.00,-9.17,-12.43,-7.49,0.08743,-34.33,RIGHT,2.69596E-01,175.74,1.85308E-01,6.45
-20.00,135.00,-9.34,-12.18,-7.52,0.05621,-35.73,RIGHT,2.64557E-01,164.78,1.90724E-01,-8.44
-15.00,135.00,-9.30,-11.60,-7.29,0.03088,-37.51,RIGHT,2.65643E-01,153.81,2.04016E-01,-22.53
-10.00,135.00,-9.33,-10.97,-7.06,0.01251,-39.64,RIGHT,2.64751E-01,142.73,2.19313E-01,-35.81
-5.00,135.00,-9.59,-10.46,-6.99,0.00176,-42.12,RIGHT,2.57157E-01,130.82,2.32519E-01,-48.98
0.00,135.00,-10.13,-10.13,-7.12,0.00000,-45.00,LINEAR,2.41414E-01,117.26,2.41414E-01,-62.74
-180.00,140.00,-10.96,-9.44,-7.12,0.00000,50.00,LINEAR,2.19453E-01,122.89,2.61534E-01,122.89
-175.00,140.00,-12.48,-9.80,-7.92,0.00289,53.70,RIGHT,1.84316E-01,140.33,2.50934E-01,139.98
-170.00,140.00,-14.48,-10.36,-8.94,0.02303,58.12,RIGHT,1.46329E-01,163.79,2.35131E-01,160.85
-165.00,140.00,-16.87,-11.04,-10.04,0.06791,63.12,RIGHT,1.11114E-01,-163.99,2.17391E-01,-173.60
-160.00,140.00,-19.05,-11.60,-10.88,0.14439,68.22,RIGHT,8.65131E-02,-119.43,2.03939E-01,-142.59
-155.00,140.00,-19.60,-11.62,-10.98,0.24864,72.59,RIGHT,8.11900E-02,-63.91,2.03465E-01,-106.77
-150.00,140.00,-18.00,-10.83,-10.07,0.36203,75.97,RIGHT,9.76105E-02,-8.72,2.22824E-01,-69.28
-145.00,140.00,-15.31,-9.43,-8.43,0.47346,79.25,RIGHT,1.33072E-01,39.68,2.61917E-01,-33.60
-140.00,140.00,-12.32,-7.82,-6.50,0.58554,83.37,RIGHT,1.87699E-01,81.83,3.15150E-01,-0.84
-135.00,140.00,-9.41,-6.28,-4.56,0.69790,89.41,RIGHT,2.62510E-01,119.14,3.76112E-01,29.58
-130.00,140.00,-6.76,-4.93,-2.74,0.79864,-79.87,RIGHT,3.56178E-01,152.96,4.39626E-01,58.47
-125.00,140.00,-4.45,-3.78,-1.09,0.85217,-59.48,RIGHT,4.64655E-01,-175.56,5.01831E-01,86.44
-120.00,140.00,-2.49,-2.83,0.35,0.82703,-39.07,RIGHT,5.81917E-01,-145.61,5.59873E-01,113.79
-115.00,140.00,-0.88,-2.06,1.58,0.76991,-29.02,RIGHT,7.00855E-01,-116.66,6.11650E-01,140.69
-110.00,140.00,0.42,-1.46,2.60,0.71459,-24.43,RIGHT,8.14095E-01,-88.40,6.55633E-01,167.14
-105.00,140.00,1.44,-1.00,3.40,0.66743,-22.24,RIGHT,9.14727E-01,-60.66,6.90750E-01,-166.89
-100.00,140.00,2.18,-0.69,3.99,0.62796,-21.37,RIGHT,9.96900E-01,-33.38,7.16276E-01,-141.50
-95.00,140.00,2.69,-0.50,4.39,0.59434,-21.34,RIGHT,1.05626E+00,-6.59,7.31756E-01,-116.83
-90.00,140.00,2.96,-0.44,4.60,0.56450,-21.91,RIGHT,1.09020E+00,19.66,7.36941E-01,-93.02
-85.00,140.00,3.02,-0.50,4.62,0.53645,-22.95,RIGHT,1.09790E+00,45.23,7.31755E-01,-70.26
-80.00,140.00,2.88,-0.69,4.46,0.50840,-24.33,RIGHT,1.08019E+00,69.99,7.16275E-01,-48.71
-75.00,140.00,2.55,-1.00,4.13,0.47891,-25.93,RIGHT,1.03931E+00,93.74,6.90749E-01,-28.58
-70.00,140.00,2.02,-1.46,3.63,0.44704,-27.62,RIGHT,9.78438E-01,116.23,6.55632E-01,-10.09
-65.00,140.00,1.31,-2.06,2.95,0.41245,-29.30,RIGHT,9.01400E-01,137.18,6.11648E-01,6.52
-60.00,140.00,0.41,-2.83,2.09,0.37542,-30.90,RIGHT,8.12290E-01,156.21,5.59871E-01,20.98
-55.00,140.00,-0.70,-3.78,1.04,0.33669,-32.35,RIGHT,7.15346E-01,172.90,5.01829E-01,32.94
-50.00,140.00,-2.01,-4.93,-0.22,0.29730,-33.64,RIGHT,6.14990E-01,-173.31,4.39623E-01,41.96
-45.00,140.00,-3.53,-6.28,-1.68,0.25826,-34.76,RIGHT,5.16069E-01,-163.14,3.76110E-01,47.43
-40.00,140.00,-5.24,-7.82,-3.33,0.22026,-35.72,RIGHT,4.24220E-01,-157.52,3.15148E-01,48.51
-35.00,140.00,-7.00,-9.43,-5.04,0.18313,-36.55,RIGHT,3.46100E-01,-157.48,2.61916E-01,44.13
-30.00,140.00,-8.58,-10.83,-6.55,0.14545,-37.34,RIGHT,2.88671E-01,-163.63,2.22825E-01,33.49
-25.00,140.00,-9.62,-11.62,-7.50,0.10628,-38.33,RIGHT,2.55986E-01,-174.93,2.03468E-01,17.52
-20.00,140.00,-10.02,-11.60,-7.73,0.06881,-39.79,RIGHT,2.44457E-01,171.54,2.03943E-01,-0.45
-15.00,140.00,-10.06,-11.04,-7.51,0.03786,-41.74,RIGHT,2.43546E-01,158.20,2.17395E-01,-17.44
-10.00,140.00,-10.09,-10.36,-7.21,0.01547,-44.11,RIGHT,2.42586E-01,145.33,2.35135E-01,-32.90
-5.00,140.00,-10.36,-9.80,-7.06,0.00237,-46.85,RIGHT,2.35208E-01,132.04,2.50937E-01,-47.69
0.00,140.00,-10.96,-9.44,-7.12,0.00000,-50.00,LINEAR,2.19455E-01,117.26,2.61536E-01,-62.74
-180.00,145.00,-11.95,-8.86,-7.12,0.00000,55.00,LINEAR,1.95824E-01,122.89,2.79665E-01,122.89
-175.00,145.00,-13.64,-9.25,-7.90,0.00358,58.92,RIGHT,1.61141E-01,141.62,2.67377E-01,141.15
-170.00,145.00,-15.90,-9.86,-8.90,0.02634,63.50,RIGHT,1.24308E-01,167.31,2.49016E-01,163.53
-165.00,145.00,-18.53,-10.59,-9.94,0.07539,68.52,RIGHT,9.17907E-02,-156.28,2.29145E-01,-168.82
